update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
500,4100800,14533,22,1136.8,2708.3,3.0,7.7,1.79,0.8889,0.8,1.0,0.0,0.8889,,372.8,6.27,14.0,0.6463,16.84,0.2289,1.91,0.0097,0.0808,0.9073,-0.0091,0.0181,-0.61,99,random
501,4108992,14562,29,1147.9,2552.4,3.2,7.8,1.97,0.9231,0.8333,1.0,0.0,0.9231,,350.2,6.14,9.08,0.639,16.55,0.2277,1.89,0.0091,0.0817,0.8264,-0.0088,0.0306,-0.5677,100,random
502,4117184,14593,31,1159.3,2359.5,3.5,7.7,2.21,0.9231,1.0,0.8333,0.0,0.9231,,316.3,5.48,13.69,0.6003,15.35,0.2198,1.82,0.0125,0.0725,0.8749,-0.0084,0.0252,-0.55,100,random
503,4125376,14619,26,1171.1,2089.3,3.9,7.5,2.6,0.7273,0.8333,0.6,0.0,0.7273,,291.3,5.12,13.64,0.6085,16.2,0.2185,1.84,0.0111,0.0817,0.8539,-0.0074,0.0284,-0.5532,100,random
504,4133568,14650,31,1182.7,2093.5,3.9,7.7,2.64,0.75,0.5,0.9,0.0,0.75,,316.2,5.97,5.56,0.621,15.89,0.2246,1.86,0.0122,0.0867,0.83,-0.0089,0.0322,-0.5601,100,random
505,4141760,14675,25,1194.3,2152.4,3.8,7.7,2.52,0.7143,0.625,0.8333,0.0,0.7143,,307.4,6.16,8.71,0.5897,16.57,0.2101,1.8,0.018,0.0803,0.8852,-0.0065,0.0168,-0.5292,100,random
506,4149952,14705,30,1205.9,2241.1,3.7,7.6,2.4,0.7,0.3333,1.0,0.0,0.7,,298.6,6.1,4.1,0.6198,16.47,0.2212,1.86,0.0093,0.0705,0.8904,-0.0079,0.0186,-0.5482,101,random
507,4158144,14721,16,1216.9,2482.2,3.3,7.5,2.09,0.6667,0.5,1.0,0.0,0.6667,,324.4,5.94,4.33,0.6291,16.28,0.2255,1.88,0.0114,0.0752,0.864,-0.0063,0.0227,-0.5782,101,random
508,4166336,14751,30,1228.2,2280.6,3.6,7.6,2.36,0.7143,0.5,1.0,0.0,0.7143,,353.7,6.3,7.36,0.6293,16.23,0.2258,1.88,0.011,0.0823,0.8991,-0.0092,0.0201,-0.5774,101,random
509,4174528,14777,26,1239.4,2388.8,3.4,7.6,2.15,0.8462,0.8333,0.8571,0.0,0.8462,,298.3,5.62,7.0,0.6055,16.06,0.2181,1.83,0.009,0.078,0.8792,-0.0079,0.0208,-0.5456,101,random
510,4182720,14797,20,1250.7,2284.8,3.6,7.5,2.28,0.6667,0.6667,0.6667,0.0,0.6667,,387.8,6.25,4.67,0.6015,15.6,0.2189,1.82,0.0098,0.0749,0.8888,-0.0076,0.0223,-0.5641,101,random
511,4190912,14828,31,1262.3,2099.2,3.9,7.8,2.64,0.8462,0.7143,1.0,0.0,0.8462,,345.9,6.39,11.08,0.5667,16.06,0.2041,1.76,0.0113,0.0733,0.9189,-0.0088,0.0155,-0.5098,102,random
512,4199104,14854,26,1273.8,2361.3,3.5,7.3,2.23,0.8824,0.75,1.0,0.0,0.8824,,296.1,6.19,8.12,0.5311,15.08,0.1957,1.7,0.0101,0.0714,0.9373,-0.0095,0.012,-0.5155,102,random
513,4207296,14870,16,1284.4,2608.0,3.1,7.5,1.93,0.8,0.5,1.0,0.0,0.8,,298.5,6.0,12.4,0.5839,15.68,0.2121,1.79,0.0088,0.0717,0.9181,-0.0057,0.0179,-0.5512,102,random
514,4215488,14896,26,1295.2,2620.8,3.1,7.6,1.87,0.7692,0.5,0.8889,0.0,0.7692,,324.3,5.96,11.54,0.6129,16.36,0.2193,1.85,0.0118,0.0814,0.8862,-0.0091,0.0237,-0.5663,102,random
515,4223680,14929,33,1306.2,2535.6,3.2,7.5,2.01,0.7857,0.6,0.8889,0.0,0.7857,,252.6,4.52,6.14,0.5859,15.24,0.2151,1.8,0.0117,0.0742,0.9131,-0.0066,0.0197,-0.547,102,random
516,4231872,14952,23,1317.2,2406.2,3.4,7.6,2.17,0.6,0.4286,1.0,0.0,0.6,,300.0,5.26,-1.5,0.6038,16.17,0.217,1.83,0.0092,0.0683,0.8862,-0.0076,0.0246,-0.5328,103,random
517,4240064,14977,25,1328.2,2550.4,3.2,7.4,2.01,0.8333,0.875,0.75,0.0,0.8333,,382.6,6.32,12.33,0.5823,16.12,0.2094,1.79,0.0091,0.0771,0.9083,-0.009,0.0195,-0.5337,103,random
518,4248256,15011,34,1338.6,2791.1,2.9,7.4,1.67,0.8462,0.7143,1.0,0.0,0.8462,,359.4,6.03,8.08,0.5661,16.07,0.2039,1.76,0.0111,0.0732,0.8951,-0.0071,0.0245,-0.5123,103,random
519,4256448,15037,26,1349.5,2544.5,3.2,7.5,1.98,0.7,0.4,1.0,0.0,0.7,,273.0,4.69,12.2,0.5804,15.47,0.2119,1.79,0.01,0.0787,0.9227,-0.0082,0.018,-0.531,103,random
520,4264640,15058,21,1360.4,2476.9,3.3,7.5,2.1,0.8,0.6667,1.0,0.0,0.8,,297.2,5.19,8.7,0.5905,16.15,0.2123,1.8,0.0095,0.069,0.9186,-0.0057,0.0187,-0.5494,103,random
521,4272832,15090,32,1371.7,2249.2,3.6,7.8,2.38,0.8824,0.7143,1.0,0.0,0.8824,,308.0,5.91,14.35,0.607,15.92,0.2193,1.83,0.0132,0.0844,0.8683,-0.0073,0.0282,-0.5576,104,random
522,4281024,15116,26,1383.3,2212.4,3.7,7.4,2.47,0.8333,0.6,1.0,0.0,0.8333,,233.5,4.5,7.0,0.5871,16.25,0.2106,1.8,0.0121,0.0856,0.9075,-0.007,0.0176,-0.5428,104,random
523,4289216,15153,37,1394.7,2176.1,3.8,7.4,2.41,0.9474,1.0,0.9167,0.0,0.9474,,332.5,6.08,12.37,0.5899,15.24,0.2166,1.8,0.0119,0.0783,0.8629,-0.0077,0.0244,-0.5383,104,random
524,4297408,15173,20,1405.7,2354.3,3.5,7.3,2.22,0.8182,0.6,1.0,0.0,0.8182,,290.9,5.5,4.73,0.5921,15.26,0.2173,1.81,0.0111,0.0719,0.908,-0.0082,0.0182,-0.5355,104,random
525,4305600,15193,20,1416.4,2555.1,3.2,7.7,1.96,0.7778,0.8,0.75,0.0,0.7778,,290.1,5.15,9.33,0.6492,16.77,0.2303,1.91,0.011,0.0764,0.9064,-0.0083,0.0189,-0.5731,104,random
526,4313792,15224,31,1427.5,2454.8,3.3,7.5,2.06,0.4667,0.4,0.5,0.0,0.4667,,328.2,6.13,2.8,0.6127,16.13,0.2204,1.85,0.0138,0.0936,0.8951,-0.0075,0.0237,-0.5497,105,random
527,4321984,15240,16,1438.5,2468.6,3.3,7.7,2.12,0.8333,1.0,0.75,0.0,0.8333,,323.9,5.56,16.0,0.5945,16.53,0.212,1.81,0.0138,0.0781,0.9231,-0.0082,0.0167,-0.5499,105,random
528,4330176,15268,28,1450.1,2253.3,3.6,7.8,2.4,0.8,0.75,0.8182,0.0,0.8,,360.8,6.57,11.13,0.5934,15.88,0.2146,1.81,0.0107,0.0791,0.9079,-0.01,0.0216,-0.5529,105,random
529,4338368,15301,33,1462.0,2035.0,4.0,7.8,2.71,0.8333,0.9091,0.7143,0.0,0.8333,,293.4,5.36,10.78,0.6108,16.65,0.2172,1.84,0.0119,0.0718,0.9068,-0.0087,0.0247,-0.5302,105,random
530,4346560,15333,32,1474.2,1960.9,4.2,7.8,2.91,0.7895,0.8,0.7778,0.0,0.7895,,302.9,5.75,9.95,0.592,16.54,0.211,1.81,0.014,0.0948,0.9296,-0.0082,0.0175,-0.5551,105,random
531,4354752,15362,29,1485.9,2206.6,3.7,7.6,2.47,0.7,0.5833,0.875,0.0,0.7,,278.6,5.93,6.95,0.5967,16.32,0.2137,1.82,0.015,0.0892,0.9387,-0.0049,0.016,-0.5341,106,random
532,4362944,15388,26,1497.1,2316.9,3.5,8.0,2.31,0.9333,0.8889,1.0,0.0,0.9333,,237.3,4.92,11.47,0.5492,15.56,0.2001,1.73,0.0106,0.0864,0.9122,-0.0056,0.0201,-0.4905,106,random
533,4371136,15414,26,1508.9,2310.4,3.5,7.7,2.22,0.8,0.6667,0.8889,0.0,0.8,,254.6,5.15,7.6,0.5852,15.87,0.2117,1.8,0.0082,0.0779,0.9031,-0.0076,0.0218,-0.5392,106,random
534,4379328,15437,23,1520.3,2315.2,3.5,7.6,2.31,0.8333,0.8571,0.8,0.0,0.8333,,310.0,5.83,11.58,0.5526,15.48,0.2017,1.74,0.0104,0.0786,0.8964,-0.0073,0.0209,-0.5118,106,random
535,4387520,15462,25,1531.7,2230.3,3.7,7.5,2.38,0.6154,0.5,0.8,0.0,0.6154,,306.3,5.72,6.92,0.5432,16.47,0.1939,1.72,0.0114,0.0732,0.8211,-0.0079,0.0285,-0.5035,106,random
536,4395712,15480,18,1542.9,2353.7,3.5,7.6,2.25,1.0,1.0,1.0,0.0,1.0,,475.1,8.17,15.11,0.5329,15.97,0.1923,1.7,0.0104,0.0703,0.8989,-0.0079,0.0172,-0.5094,107,random
537,4403904,15505,25,1554.3,2219.7,3.7,7.7,2.42,0.7333,0.8,0.6,0.0,0.7333,,321.8,5.8,8.33,0.5541,16.66,0.197,1.74,0.0099,0.0663,0.8545,-0.0064,0.0281,-0.527,107,random
538,4412096,15530,25,1565.8,2274.6,3.6,7.7,2.34,0.8667,0.8571,0.875,0.0,0.8667,,331.4,6.6,5.8,0.5513,15.82,0.1997,1.74,0.013,0.0781,0.9142,-0.007,0.0148,-0.5001,107,random
539,4420288,15552,22,1576.8,2598.7,3.2,7.7,1.91,0.6667,0.6,0.7143,0.0,0.6667,,393.4,6.82,13.67,0.5737,15.97,0.2071,1.77,0.0105,0.0841,0.8541,-0.0081,0.0267,-0.5145,107,random
540,4428480,15580,28,1588.0,2533.4,3.2,7.8,1.99,0.8182,0.8571,0.75,0.0,0.8182,,310.5,5.29,12.91,0.5707,15.97,0.206,1.77,0.0128,0.0845,0.9023,-0.007,0.019,-0.527,107,random
541,4436672,15606,26,1599.5,2319.5,3.5,7.9,2.27,0.8182,0.7143,1.0,0.0,0.8182,,357.1,5.88,3.0,0.5849,16.42,0.209,1.79,0.01,0.0797,0.8657,-0.0074,0.0229,-0.5354,108,random
542,4444864,15633,27,1611.2,2190.2,3.7,7.7,2.45,0.5833,0.7143,0.4,0.0,0.5833,,370.1,6.33,0.0,0.5912,16.29,0.2118,1.81,0.0123,0.0836,0.8666,-0.0078,0.0244,-0.5476,108,random
543,4453056,15657,24,1622.4,2531.6,3.2,7.7,2.04,0.8,0.6667,1.0,0.0,0.8,,253.4,4.46,6.0,0.5885,17.17,0.207,1.8,0.0127,0.0748,0.8444,-0.007,0.0275,-0.5254,108,random
544,4461248,15679,22,1633.5,2487.9,3.3,8.1,1.98,0.8,0.6,1.0,0.0,0.8,,339.4,6.18,11.7,0.6073,16.09,0.2186,1.84,0.0102,0.0765,0.8932,-0.0082,0.0179,-0.5414,108,random
545,4469440,15702,23,1645.4,2330.1,3.5,8.1,2.2,0.625,0.5,0.75,0.0,0.625,,404.4,6.65,7.75,0.6136,16.18,0.2204,1.85,0.0112,0.0674,0.8751,-0.0092,0.0223,-0.5636,108,random
546,4477632,15722,20,1657.0,2434.1,3.4,7.6,2.07,1.0,1.0,1.0,0.0,1.0,,357.9,6.5,20.8,0.6445,15.71,0.234,1.91,0.0117,0.0832,0.9522,-0.009,0.0098,-0.6087,109,random
547,4485824,15739,17,1668.3,2310.5,3.5,7.6,2.21,1.0,1.0,1.0,0.0,1.0,,369.1,7.0,14.62,0.6549,16.94,0.2314,1.92,0.0101,0.0817,0.941,-0.0089,0.0109,-0.5757,109,random
548,4494016,15765,26,1679.4,2473.8,3.3,7.7,2.05,0.5714,0.4286,0.7143,0.0,0.5714,,328.7,5.96,4.07,0.589,16.85,0.2086,1.8,0.0102,0.0777,0.8955,-0.0084,0.0196,-0.5623,109,random
549,4502208,15789,24,1690.5,2579.1,3.2,7.7,1.96,0.7,0.8,0.6,0.0,0.7,,377.4,6.21,7.2,0.5774,15.46,0.2108,1.78,0.0086,0.0735,0.8644,-0.0066,0.0252,-0.5519,109,random
550,4510400,15812,23,1701.9,2331.3,3.5,7.7,2.28,0.625,0.4,1.0,0.0,0.625,,371.7,6.35,4.88,0.537,15.8,0.1946,1.71,0.011,0.0794,0.8995,-0.0072,0.0177,-0.5453,109,random
551,4518592,15835,23,1713.6,2162.5,3.8,7.7,2.56,0.7778,0.6667,0.8333,0.0,0.7778,,428.3,6.96,8.22,0.5855,15.59,0.2132,1.8,0.0118,0.0852,0.8523,-0.0087,0.0241,-0.558,110,random
552,4526784,15857,22,1725.3,2080.4,3.9,7.6,2.74,0.75,0.7143,0.8,0.0,0.75,,340.5,6.55,10.67,0.624,16.51,0.2225,1.87,0.0088,0.0717,0.9075,-0.0082,0.0166,-0.5602,110,random
553,4534976,15887,30,1737.2,2040.6,4.0,7.4,2.73,0.7222,0.7,0.75,0.0,0.7222,,326.9,6.87,6.28,0.5722,16.17,0.2056,1.77,0.0105,0.0719,0.8517,-0.0092,0.0283,-0.5444,110,random
554,4543168,15914,27,1748.4,2220.2,3.7,7.4,2.44,0.7647,0.75,0.8,0.0,0.7647,,295.0,6.0,9.35,0.582,15.42,0.2127,1.79,0.0114,0.0755,0.8728,-0.0079,0.0232,-0.5458,110,random
555,4551360,15941,27,1759.5,2340.8,3.5,7.4,2.24,0.7333,0.625,0.8571,0.0,0.7333,,318.1,6.22,11.0,0.6336,15.97,0.2286,1.88,0.0121,0.0809,0.8859,-0.0082,0.0218,-0.5807,110,random
556,4559552,15964,23,1770.5,2377.9,3.4,7.7,2.21,0.75,0.8,0.7143,0.0,0.75,,346.0,6.7,10.67,0.5896,15.7,0.2141,1.8,0.01,0.0802,0.8433,-0.0074,0.0238,-0.5494,111,random
557,4567744,15987,23,1781.8,2411.7,3.4,7.5,2.16,0.7,0.625,1.0,0.0,0.7,,299.6,5.3,6.0,0.6261,16.71,0.2223,1.87,0.0094,0.0741,0.913,-0.0079,0.0173,-0.5751,111,random
